0,SansAnimation,,,,,,,,
0,HeartMode,0,,,,,,,
0,HeartTeleport,320,304,,,,,,
0,BoneVRepeat,243,233,50,0,90,20,70,
0,BoneVRepeat,383,284,50,2,90,20,70,
0,BoneVRepeat,243,335,50,0,90,20,70,
1,GasterBlaster,1,269,0,269,166,90,0.333,0.2
1,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1,374,0,374,166,90,0.333,0.2
1,GasterBlaster,1,321.5,0,321.5,166,90,0.333,0.2
1,GasterBlaster,1,269,0,269,166,90,0.333,0.2
1,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
2,GasterBlaster,1,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1,374,600,374,450,270,0.333,0.2
1,GasterBlaster,1,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1,374,0,374,166,90,0.333,0.2
0,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1,269,600,269,450,270,0.333,0.2
1,GasterBlaster,1,321.5,0,321.5,166,90,0.333,0.2
0,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
1,GasterBlaster,1,269,0,269,166,90,0.333,0.2
0,GasterBlaster,1,321.5,600,321.5,450,270,0.333,0.2
0,SansHead,Tired1,,,,,,,
0,SansAnimation,Tired,,,,,,,
2,Sound,mus_zz_megalovania,0,,,,,,
0,SansAnimation,Tired,,,,,,,
2,Sound,Ding,,,,,,,
0,SansHead,EyesClosed,,,,,,,
0,SansText,Welp.,,,,,,,
0,SansTorso,Shrug,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansHead,Default,,,,,,,
0,SansTorso,Default,,,,,,,
2.2,SansText,Welp.,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansTorso,Default,,,,,,,
0,EndAttack,,,,,,,,
